age,weight,height,sex,goal,activity,recommended_diet,initial_weight,final_weight,duration_days,waist_before,waist_after,hips_before,hips_after,chest_before,chest_after,food_likes,food_dislikes,diet_type_used,satisfaction_level,success,estimated_lean_mass,calories_deficit,macro_protein,macro_fat,macro_carbs,food_intolerance
44,119.8,179,мъж,качване,ниска,високопротеинов,111.9,119.8,46,74,69,94,89,120,117,"пилешко, плодове, картофи","зеленчуци, ориз",високопротеинов,7,True,95.8,2195,110,87,299,
38,72.0,176,мъж,качване,висока,кето,72.0,72.0,97,85,81,92,86,101,100,"бобови, яйца, зеленчуци","хляб, бобови",кето,5,Да,68.7,1789,143,87,151,глутен
20,54.0,154,мъж,качване,висока,кето,46.0,54.0,144,71,64,94,84,120,120,"пилешко, сладки, яйца","яйца, хляб",кето,1,Не,57.0,2227,88,74,157,
60,64.1,152,жена,поддържане,висока,нисковъглехидратен,70.4,64.1,32,83,76,91,83,108,100,"сирене, плодове, ориз","картофи, сирене",нисковъглехидратен,1,False,51.3,2393,117,64,183,
45,55.1,155,жена,качване,висока,високопротеинов,62.5,55.1,114,99,98,101,91,105,96,"зеленчуци, сирене, тестени изделия","сирене, картофи",високопротеинов,7,False,44.1,2251,135,92,293,
43,86.2,182,мъж,поддържане,ниска,балансиран,94.7,86.2,49,107,99,103,94,120,117,"сирене, сладко, зеленчуци","сирене, риба",балансиран,9,False,69.0,1967,124,79,233,
50,78.0,158,мъж,отслабване,ниска,вегетариански,74.0,78.0,153,92,92,97,90,94,93,"плодове, хляб, риба","пилешко, зеленчуци",вегетариански,8,Не,67.0,1481,121,46,280,фъстъци
46,104.0,170,жена,поддържане,средна,балансиран,90.0,104.0,39,72,70,107,97,99,97,"мляко, сладки, риба","плодове, сладки",балансиран,10,Не,61.5,2362,140,75,140,
63,67.0,182,мъж,поддържане,висока,кето,56.0,67.0,38,72,63,105,100,87,78,"мляко, риба, бобови","бобови, плодове",кето,2,Да,51.1,1559,149,77,179,
32,117.7,178,мъж,поддържане,средна,балансиран,110.8,117.7,33,77,75,90,86,80,71,"риба, картофи, яйца","тестени изделия, картофи",балансиран,1,True,94.2,1804,111,88,192,
64,74.0,186,мъж,отслабване,ниска,кето,64.0,74.0,119,97,91,119,118,94,84,"пилешко, сладки, бобови","плодове, пилешко",кето,10,Да,53.2,1852,99,43,272,фъстъци
32,82.0,174,жена,качване,ниска,вегетариански,72.0,82.0,154,108,100,92,90,92,84,"мляко, пилешко, бобови","зеленчуци, плодове",вегетариански,7,Да,45.5,2120,125,80,177,фъстъци
49,58.0,152,мъж,качване,висока,кето,48.0,58.0,55,98,97,106,99,80,78,"сладки, яйца, пилешко","мляко, плодове",кето,7,Да,66.3,2492,128,60,260,фъстъци
41,86.2,196,жена,качване,средна,растителен,91.2,86.2,84,75,66,97,95,119,113,"зеленчуци, ориз, яйца","тестени изделия, картофи",растителен,3,False,69.0,1905,100,55,283,
55,61.0,199,мъж,качване,висока,кето,53.0,61.0,72,91,84,109,100,84,81,"сладки, бобови, риба","риба, пилешко",кето,9,Не,65.7,1597,102,70,257,глутен
21,74.0,167,мъж,качване,висока,нисковъглехидратен,73.0,74.0,48,82,73,113,103,115,112,"мляко, зеленчуци, сладки","хляб, плодове",нисковъглехидратен,4,Да,63.7,2380,111,84,254,лактоза
58,72.0,194,мъж,поддържане,ниска,кето,58.0,72.0,78,78,78,96,96,117,114,"мляко, сладки, пилешко","бобови, плодове",кето,8,Да,45.9,1514,123,90,284,
20,95.0,158,мъж,поддържане,средна,кето,81.0,95.0,68,108,100,94,89,119,114,"яйца, сладки, плодове","плодове, хляб",кето,5,Не,65.4,2154,122,83,128,
58,125.5,164,жена,поддържане,средна,нисковъглехидратен,119.5,125.5,93,77,75,120,119,84,82,"тестени изделия, сирене, ориз","пилешко, плодове",нисковъглехидратен,9,True,100.4,2336,119,59,252,
18,58.0,176,мъж,качване,ниска,балансиран,56.0,58.0,68,70,67,106,99,103,103,"мляко, бобови, пилешко","пилешко, сладки",балансиран,9,Не,58.4,1987,82,72,278,лактоза
36,94.7,181,жена,качване,ниска,растителен,95.4,94.7,96,88,87,93,88,102,100,"яйца, сирене, тестени изделия","риба, картофи",растителен,9,False,75.8,1899,109,77,171,
22,56.0,171,жена,качване,висока,кето,44.0,56.0,102,86,76,120,111,89,84,"риба, яйца, мляко","плодове, сладки",кето,2,Не,59.0,2072,96,82,279,глутен
31,80.0,183,жена,поддържане,средна,кето,77.0,80.0,142,98,93,92,88,82,81,"пилешко, хляб, мляко","риба, яйца",кето,3,Да,53.3,2273,139,54,203,глутен
63,68.2,182,мъж,поддържане,средна,балансиран,60.3,68.2,40,79,76,120,118,97,88,"сладко, картофи, плодове","сирене, риба",балансиран,10,True,54.6,1703,105,72,178,
43,62.6,165,жена,поддържане,средна,нисковъглехидратен,56.6,62.6,65,71,62,109,103,106,100,"сладко, риба, сирене","ориз, тестени изделия",нисковъглехидратен,5,True,50.1,1556,94,87,150,
37,76.0,196,жена,поддържане,висока,високопротеинов,67.6,76.0,107,80,73,115,105,105,99,"ориз, сладко, риба","ориз, риба",високопротеинов,8,True,60.8,1818,130,74,184,
46,51.0,200,жена,отслабване,средна,вегетариански,44.0,51.0,133,85,81,111,102,103,96,"бобови, хляб, зеленчуци","бобови, хляб",вегетариански,5,Не,51.3,1647,104,60,130,фъстъци
39,59.0,167,жена,отслабване,средна,кето,56.0,59.0,53,94,93,101,96,118,114,"пилешко, мляко, плодове","риба, сладки",кето,5,Не,59.4,1542,85,82,158,лактоза
56,73.9,176,мъж,качване,средна,нисковъглехидратен,73.9,73.9,74,84,82,113,108,82,72,"тестени изделия, ориз, сирене","ориз, тестени изделия",нисковъглехидратен,7,False,59.1,1835,91,54,170,
25,89.0,150,жена,качване,висока,кето,86.0,89.0,82,104,99,107,102,97,95,"плодове, зеленчуци, риба","риба, плодове",кето,8,Да,48.3,2364,86,46,198,фъстъци
42,108.5,172,мъж,отслабване,средна,растителен,101.5,108.5,66,94,91,115,109,99,93,"тестени изделия, сладко, ориз","риба, сирене",растителен,1,False,86.8,2143,112,65,238,
28,103.0,178,жена,качване,висока,високопротеинов,94.0,103.0,165,70,60,116,108,99,89,"риба, яйца, мляко","риба, бобови",високопротеинов,5,Да,62.9,1816,113,72,225,глутен
57,78.1,155,мъж,качване,средна,нисковъглехидратен,86.0,78.1,57,71,64,95,93,118,111,"зеленчуци, яйца, сирене","тестени изделия, риба",нисковъглехидратен,5,False,62.5,2407,88,53,271,
53,88.0,178,мъж,поддържане,ниска,растителен,78.1,88.0,80,78,73,105,103,99,89,"картофи, яйца, ориз","тестени изделия, риба",растителен,1,True,70.4,1906,91,97,247,
21,107.1,186,мъж,отслабване,висока,растителен,115.2,107.1,97,86,81,115,106,115,110,"зеленчуци, сирене, риба","ориз, яйца",растителен,10,True,85.7,1981,96,77,176,
57,98.6,200,мъж,поддържане,ниска,високопротеинов,106.0,98.6,38,109,100,105,100,105,96,"картофи, яйца, плодове","зеленчуци, яйца",високопротеинов,7,False,78.9,1661,137,91,219,
23,105.0,164,жена,отслабване,средна,вегетариански,97.0,105.0,146,110,105,95,90,102,99,"плодове, риба, бобови","яйца, зеленчуци",вегетариански,7,Не,69.7,1849,121,89,298,глутен
44,97.4,171,мъж,отслабване,ниска,нисковъглехидратен,97.7,97.4,65,100,99,102,95,93,84,"тестени изделия, яйца, пилешко","риба, зеленчуци",нисковъглехидратен,4,True,77.9,1611,115,91,200,
38,72.0,176,мъж,качване,висока,кето,72.0,72.0,97,85,81,92,86,101,100,"бобови, яйца, зеленчуци","хляб, бобови",кето,5,Да,68.7,1789,143,87,151,глутен
51,51.0,156,мъж,поддържане,ниска,кето,50.0,51.0,44,82,78,114,112,98,88,"плодове, яйца, сладки","пилешко, плодове",кето,1,Не,65.4,1609,158,83,289,глутен
29,66.0,153,жена,поддържане,ниска,кето,64.0,66.0,132,101,100,108,98,83,81,"яйца, плодове, пилешко","зеленчуци, риба",кето,10,Да,64.4,2179,137,68,176,
65,100.1,152,мъж,поддържане,средна,високопротеинов,109.2,100.1,47,81,76,116,113,103,96,"риба, картофи, пилешко","сирене, пилешко",високопротеинов,9,False,80.1,2415,110,93,248,
55,50.0,154,мъж,поддържане,ниска,балансиран,49.0,50.0,45,95,87,99,89,112,106,"сладки, бобови, пилешко","бобови, яйца",балансиран,5,Да,57.8,1816,99,74,183,фъстъци
53,69.9,178,мъж,поддържане,средна,растителен,79.4,69.9,108,87,83,116,113,90,82,"зеленчуци, сирене, ориз","тестени изделия, ориз",растителен,3,False,55.9,1565,120,78,266,
43,56.0,192,мъж,отслабване,ниска,нисковъглехидратен,41.0,56.0,112,85,85,98,92,95,88,"плодове, хляб, яйца","пилешко, плодове",нисковъглехидратен,1,Да,56.6,1727,131,83,228,фъстъци
49,80.9,157,мъж,поддържане,средна,високопротеинов,79.9,80.9,54,71,65,90,87,115,107,"яйца, зеленчуци, риба","ориз, тестени изделия",високопротеинов,10,True,64.7,2261,104,95,294,
26,72.0,152,жена,качване,средна,високопротеинов,67.0,72.0,148,100,90,95,93,84,77,"пилешко, плодове, риба","пилешко, зеленчуци",високопротеинов,5,Не,69.7,2369,112,42,292,лактоза
60,64.1,152,жена,поддържане,висока,нисковъглехидратен,70.4,64.1,32,83,76,91,83,108,100,"сирене, плодове, ориз","картофи, сирене",нисковъглехидратен,1,False,51.3,2393,117,64,183,
53,85.8,194,жена,качване,висока,нисковъглехидратен,90.1,85.8,116,78,71,108,105,105,103,"пилешко, ориз, тестени изделия","сладко, тестени изделия",нисковъглехидратен,2,False,68.6,1750,115,50,159,
41,79.8,172,жена,качване,ниска,балансиран,78.9,79.8,78,86,82,119,118,93,87,"пилешко, ориз, картофи","сладко, ориз",балансиран,5,True,63.8,1686,130,85,257,
50,71.0,168,мъж,отслабване,висока,кето,63.0,71.0,167,106,102,112,105,104,95,"мляко, зеленчуци, сладки","хляб, мляко",кето,1,Не,47.9,1538,128,80,156,
38,107.0,199,мъж,качване,ниска,нисковъглехидратен,113.6,107.0,54,89,83,104,94,109,108,"пилешко, картофи, тестени изделия","картофи, яйца",нисковъглехидратен,1,False,85.6,2479,102,90,178,
45,67.5,181,жена,поддържане,средна,растителен,67.4,67.5,114,108,100,106,98,108,102,"картофи, зеленчуци, сладко","риба, зеленчуци",растителен,9,True,54.0,2193,97,69,264,
19,95.0,190,мъж,качване,ниска,нисковъглехидратен,80.0,95.0,84,99,95,119,109,114,105,"сладки, пилешко, плодове","зеленчуци, хляб",нисковъглехидратен,4,Да,63.7,2014,135,66,181,
33,78.0,196,мъж,качване,висока,вегетариански,68.0,78.0,137,82,72,118,113,94,93,"хляб, зеленчуци, пилешко","зеленчуци, сладки",вегетариански,4,Да,56.8,2392,86,67,137,глутен
56,81.6,191,мъж,поддържане,висока,растителен,72.3,81.6,104,106,104,93,87,97,90,"тестени изделия, сладко, сирене","сирене, пилешко",растителен,2,True,65.3,2478,114,79,164,
53,84.2,156,жена,поддържане,средна,растителен,78.3,84.2,42,100,98,99,89,119,114,"тестени изделия, картофи, сирене","плодове, риба",растителен,9,True,67.4,1517,130,69,268,
25,105.0,192,мъж,отслабване,ниска,вегетариански,105.0,105.0,121,85,76,100,100,91,87,"пилешко, яйца, хляб","сладки, риба",вегетариански,8,Не,57.8,1623,137,72,156,лактоза
50,76.0,183,жена,отслабване,ниска,вегетариански,72.0,76.0,94,73,63,105,100,115,114,"бобови, риба, яйца","риба, яйца",вегетариански,9,Да,65.8,1587,108,68,189,фъстъци
49,65.0,155,жена,качване,ниска,вегетариански,55.0,65.0,114,107,101,115,112,107,104,"яйца, риба, мляко","зеленчуци, плодове",вегетариански,5,Да,57.3,2167,94,60,239,
33,78.0,196,мъж,качване,висока,вегетариански,68.0,78.0,137,82,72,118,113,94,93,"хляб, зеленчуци, пилешко","зеленчуци, сладки",вегетариански,4,Да,56.8,2392,86,67,137,глутен
56,79.3,198,мъж,качване,ниска,балансиран,84.6,79.3,81,107,100,116,114,115,106,"яйца, ориз, тестени изделия","ориз, зеленчуци",балансиран,4,False,63.4,1728,87,90,230,
46,121.3,191,мъж,качване,висока,балансиран,116.4,121.3,101,70,60,103,102,101,97,"тестени изделия, сирене, картофи","тестени изделия, сирене",балансиран,4,True,97.0,1849,114,88,269,
27,99.0,155,жена,качване,ниска,високопротеинов,96.0,99.0,95,84,77,99,95,109,109,"риба, яйца, сладки","пилешко, плодове",високопротеинов,7,Да,47.4,1493,81,48,269,фъстъци
50,101.0,167,мъж,отслабване,висока,кето,93.0,101.0,129,71,63,120,116,94,92,"хляб, сладки, бобови","яйца, риба",кето,10,Да,55.4,1712,134,59,254,
32,99.0,169,жена,поддържане,висока,балансиран,93.0,99.0,155,90,83,101,93,97,93,"риба, сладки, зеленчуци","хляб, яйца",балансиран,5,Да,53.7,2305,112,87,222,фъстъци
20,57.0,168,мъж,отслабване,средна,растителен,59.2,57.0,42,70,64,117,108,99,93,"сирене, пилешко, тестени изделия","зеленчуци, сирене",растителен,3,True,45.6,2364,93,75,254,
56,76.0,193,мъж,поддържане,средна,вегетариански,61.0,76.0,64,86,84,111,102,100,96,"зеленчуци, риба, бобови","хляб, яйца",вегетариански,10,Да,45.5,1447,151,81,256,
49,89.0,189,жена,поддържане,ниска,растителен,90.1,89.0,41,78,73,106,101,94,90,"пилешко, тестени изделия, ориз","картофи, плодове",растителен,6,False,71.2,1581,135,99,158,
18,106.6,151,мъж,качване,ниска,балансиран,100.2,106.6,34,78,75,113,107,115,113,"зеленчуци, сирене, тестени изделия","плодове, картофи",балансиран,3,True,85.3,2149,136,76,239,
64,108.0,200,мъж,качване,висока,високопротеинов,99.0,108.0,147,71,71,105,99,107,97,"риба, мляко, хляб","мляко, риба",високопротеинов,10,Да,46.6,1963,159,80,249,лактоза
54,116.6,181,мъж,поддържане,ниска,високопротеинов,116.3,116.6,55,97,89,96,89,103,96,"плодове, зеленчуци, пилешко","пилешко, тестени изделия",високопротеинов,6,True,93.3,2418,93,93,182,
34,110.7,155,мъж,поддържане,средна,нисковъглехидратен,109.2,110.7,93,109,103,107,97,88,86,"яйца, сирене, картофи","ориз, картофи",нисковъглехидратен,1,True,88.6,1995,110,65,222,
32,114.5,181,жена,отслабване,средна,високопротеинов,118.0,114.5,38,103,101,112,102,112,108,"тестени изделия, пилешко, сладко","пилешко, тестени изделия",високопротеинов,2,True,91.6,1723,115,93,220,
49,101.7,197,мъж,отслабване,средна,балансиран,100.5,101.7,39,75,66,105,101,97,89,"яйца, картофи, ориз","яйца, картофи",балансиран,9,False,81.4,1834,145,95,288,
63,122.5,158,жена,качване,средна,растителен,113.8,122.5,66,73,64,93,83,111,107,"зеленчуци, сладко, риба","картофи, пилешко",растителен,10,True,98.0,2347,90,94,185,
53,52.0,181,жена,поддържане,висока,вегетариански,43.0,52.0,156,105,98,97,97,80,78,"плодове, бобови, хляб","мляко, риба",вегетариански,3,Не,67.7,1901,83,47,295,фъстъци
49,88.0,170,мъж,качване,висока,вегетариански,87.0,88.0,122,95,93,112,106,103,97,"хляб, пилешко, яйца","хляб, бобови",вегетариански,9,Да,50.4,2309,133,68,173,фъстъци
39,119.1,187,жена,поддържане,висока,растителен,109.2,119.1,63,75,65,113,107,90,82,"сирене, ориз, яйца","сирене, картофи",растителен,1,True,95.3,2128,128,77,216,
26,104.0,199,жена,качване,висока,вегетариански,104.0,104.0,74,82,79,116,116,95,95,"мляко, пилешко, яйца","зеленчуци, плодове",вегетариански,9,Не,60.9,1653,83,55,195,фъстъци
21,99.7,176,жена,отслабване,средна,балансиран,104.0,99.7,111,70,62,101,100,90,86,"картофи, сладко, риба","сладко, сирене",балансиран,5,True,79.8,2057,136,93,212,
28,60.4,195,мъж,отслабване,средна,нисковъглехидратен,55.2,60.4,54,80,71,108,98,83,78,"ориз, риба, картофи","пилешко, зеленчуци",нисковъглехидратен,8,False,48.3,2299,147,65,169,
29,94.0,189,мъж,отслабване,висока,кето,89.0,94.0,157,109,108,110,106,102,96,"пилешко, зеленчуци, риба","риба, бобови",кето,9,Да,56.6,1826,115,43,149,фъстъци
23,62.0,166,жена,качване,висока,балансиран,54.0,62.0,62,110,106,109,101,85,77,"яйца, бобови, риба","хляб, пилешко",балансиран,1,Не,61.3,2253,159,80,107,лактоза
22,83.2,188,жена,качване,висока,балансиран,80.1,83.2,30,83,73,105,101,110,107,"сладко, сирене, тестени изделия","сирене, пилешко",балансиран,6,True,66.6,2161,108,75,189,
64,70.0,186,мъж,качване,висока,кето,60.0,70.0,90,89,87,111,103,94,88,"плодове, бобови, пилешко","бобови, яйца",кето,8,Да,69.3,2180,147,60,278,
62,79.0,166,жена,поддържане,ниска,кето,67.0,79.0,153,76,73,102,93,102,93,"плодове, бобови, пилешко","сладки, плодове",кето,1,Не,65.8,1986,109,78,190,лактоза
39,102.0,173,жена,отслабване,ниска,високопротеинов,88.0,102.0,114,105,96,109,102,103,96,"риба, бобови, сладки","зеленчуци, пилешко",високопротеинов,5,Не,62.6,1493,101,71,135,фъстъци
64,84.0,178,мъж,отслабване,средна,кето,81.0,84.0,93,89,89,104,100,102,101,"мляко, риба, сладки","зеленчуци, бобови",кето,7,Да,60.4,1823,106,43,245,фъстъци
64,101.0,167,мъж,отслабване,висока,високопротеинов,88.0,101.0,127,82,80,115,113,110,110,"яйца, сладки, зеленчуци","яйца, хляб",високопротеинов,5,Да,55.0,1734,87,53,165,
57,81.0,198,жена,качване,средна,кето,80.0,81.0,82,87,79,94,90,108,101,"риба, пилешко, хляб","зеленчуци, яйца",кето,1,Не,47.3,1632,139,47,265,фъстъци
61,111.9,176,мъж,отслабване,ниска,балансиран,114.8,111.9,86,77,74,102,93,89,81,"сладко, пилешко, тестени изделия","тестени изделия, сладко",балансиран,9,True,89.5,1982,145,54,196,
56,57.2,160,жена,поддържане,висока,растителен,62.9,57.2,114,94,88,106,103,91,90,"сладко, зеленчуци, яйца","сирене, пилешко",растителен,6,False,45.8,2009,95,54,275,
32,56.6,191,мъж,качване,средна,високопротеинов,61.5,56.6,79,75,69,117,115,92,86,"ориз, плодове, сладко","плодове, картофи",високопротеинов,4,False,45.3,2435,91,61,293,
65,65.6,165,жена,качване,средна,нисковъглехидратен,70.4,65.6,49,90,88,117,108,91,81,"пилешко, плодове, сирене","сладко, картофи",нисковъглехидратен,8,False,52.5,2335,106,58,294,
34,99.9,179,мъж,отслабване,ниска,растителен,106.8,99.9,110,98,97,92,85,94,91,"картофи, риба, ориз","зеленчуци, яйца",растителен,3,True,79.9,1620,109,76,281,
49,91.0,175,мъж,качване,ниска,високопротеинов,84.0,91.0,92,74,70,114,108,100,90,"риба, бобови, хляб","сладки, бобови",високопротеинов,4,Не,53.6,1449,119,50,189,фъстъци
32,88.7,151,мъж,качване,ниска,високопротеинов,84.7,88.7,49,86,83,96,90,82,72,"плодове, ориз, сирене","риба, картофи",високопротеинов,3,True,71.0,2368,107,78,196,
63,74.0,194,мъж,поддържане,средна,вегетариански,67.0,74.0,67,70,69,114,108,94,92,"бобови, мляко, пилешко","бобови, зеленчуци",вегетариански,3,Не,61.7,2049,136,79,284,лактоза
64,75.0,151,жена,поддържане,ниска,нисковъглехидратен,69.0,75.0,178,74,74,103,98,84,76,"пилешко, риба, зеленчуци","пилешко, плодове",нисковъглехидратен,3,Не,54.4,2183,137,64,196,
23,112.3,181,жена,поддържане,средна,нисковъглехидратен,105.4,112.3,68,76,72,92,88,81,78,"ориз, пилешко, зеленчуци","пилешко, плодове",нисковъглехидратен,8,True,89.8,2150,92,83,171,
47,76.8,194,жена,качване,средна,растителен,81.4,76.8,90,94,84,91,87,114,113,"сирене, картофи, зеленчуци","ориз, сирене",растителен,6,False,61.4,2029,129,83,225,
39,79.0,168,мъж,качване,висока,високопротеинов,64.0,79.0,64,102,95,98,95,87,82,"яйца, мляко, хляб","плодове, яйца",високопротеинов,5,Да,49.4,2230,134,72,183,лактоза
26,116.2,197,жена,отслабване,висока,балансиран,116.0,116.2,72,81,71,110,105,100,96,"плодове, пилешко, сирене","сирене, картофи",балансиран,8,False,93.0,2468,137,73,170,
29,69.0,195,жена,отслабване,висока,балансиран,66.0,69.0,86,78,76,112,109,99,97,"зеленчуци, яйца, пилешко","сладки, риба",балансиран,8,Не,46.1,1620,84,90,268,лактоза
27,62.3,173,жена,поддържане,ниска,нисковъглехидратен,61.8,62.3,54,83,77,97,91,101,96,"картофи, яйца, сладко","яйца, плодове",нисковъглехидратен,1,True,49.8,1605,80,99,157,
50,76.0,183,жена,отслабване,ниска,вегетариански,72.0,76.0,94,73,63,105,100,115,114,"бобови, риба, яйца","риба, яйца",вегетариански,9,Да,65.8,1587,108,68,189,фъстъци
53,106.2,190,жена,отслабване,средна,нисковъглехидратен,112.7,106.2,72,79,73,92,90,98,88,"тестени изделия, риба, ориз","сирене, риба",нисковъглехидратен,6,True,85.0,1879,129,91,164,
41,93.6,153,мъж,качване,висока,високопротеинов,101.2,93.6,75,94,87,105,102,89,84,"тестени изделия, плодове, яйца","сладко, картофи",високопротеинов,3,False,74.9,2253,91,80,198,
26,120.1,157,жена,отслабване,висока,растителен,117.7,120.1,102,71,64,98,95,93,86,"тестени изделия, картофи, яйца","плодове, пилешко",растителен,7,False,96.1,2423,110,58,282,
25,105.0,192,мъж,отслабване,ниска,вегетариански,105.0,105.0,121,85,76,100,100,91,87,"пилешко, яйца, хляб","сладки, риба",вегетариански,8,Не,57.8,1623,137,72,156,лактоза
49,118.8,156,мъж,поддържане,ниска,растителен,111.7,118.8,72,79,77,111,104,119,109,"сирене, риба, пилешко","тестени изделия, ориз",растителен,10,True,95.0,1696,84,73,250,
43,62.4,196,жена,отслабване,средна,нисковъглехидратен,61.7,62.4,114,87,77,92,90,84,83,"сирене, яйца, зеленчуци","риба, зеленчуци",нисковъглехидратен,2,False,49.9,2247,94,78,167,
38,111.1,180,жена,качване,средна,растителен,107.8,111.1,98,108,98,100,98,92,87,"пилешко, тестени изделия, плодове","сирене, ориз",растителен,4,True,88.9,2084,140,80,176,
49,93.3,180,жена,поддържане,средна,растителен,102.7,93.3,106,91,88,91,89,93,90,"плодове, сирене, яйца","сладко, ориз",растителен,1,False,74.6,2016,89,52,184,
56,70.0,166,мъж,качване,ниска,вегетариански,68.0,70.0,129,105,99,107,102,97,89,"мляко, пилешко, сладки","бобови, сладки",вегетариански,3,Да,59.2,1605,93,76,299,лактоза
50,71.0,168,мъж,отслабване,висока,кето,63.0,71.0,167,106,102,112,105,104,95,"мляко, зеленчуци, сладки","хляб, мляко",кето,1,Не,47.9,1538,128,80,156,
28,79.2,184,жена,качване,средна,високопротеинов,71.6,79.2,85,73,64,102,98,98,97,"ориз, сладко, плодове","картофи, сирене",високопротеинов,5,True,63.4,1945,119,65,157,
31,53.1,164,мъж,поддържане,средна,високопротеинов,56.7,53.1,118,75,67,90,87,92,83,"сирене, яйца, риба","зеленчуци, яйца",високопротеинов,5,False,42.5,2144,93,96,164,
61,85.7,169,жена,качване,ниска,нисковъглехидратен,83.8,85.7,34,85,78,109,103,95,87,"риба, зеленчуци, плодове","ориз, яйца",нисковъглехидратен,4,True,68.6,2075,81,57,291,
49,89.0,189,жена,поддържане,ниска,растителен,90.1,89.0,41,78,73,106,101,94,90,"пилешко, тестени изделия, ориз","картофи, плодове",растителен,6,False,71.2,1581,135,99,158,
44,103.0,195,жена,поддържане,средна,кето,98.0,103.0,51,106,106,115,112,98,98,"плодове, зеленчуци, бобови","плодове, яйца",кето,8,Да,59.3,1948,149,63,238,
44,119.8,179,мъж,качване,ниска,високопротеинов,111.9,119.8,46,74,69,94,89,120,117,"пилешко, плодове, картофи","зеленчуци, ориз",високопротеинов,7,True,95.8,2195,110,87,299,
54,91.3,180,жена,поддържане,ниска,растителен,84.8,91.3,71,82,76,112,102,99,91,"плодове, риба, картофи","риба, тестени изделия",растителен,6,True,73.0,1879,122,91,205,
63,64.1,153,жена,качване,висока,растителен,69.9,64.1,67,104,103,93,88,96,91,"яйца, риба, зеленчуци","яйца, тестени изделия",растителен,3,False,51.3,2174,139,74,166,
40,102.0,196,жена,качване,ниска,кето,95.0,102.0,56,79,75,96,94,118,116,"риба, яйца, сладки","мляко, бобови",кето,10,Не,66.6,2047,99,68,117,
49,93.3,180,жена,поддържане,средна,растителен,102.7,93.3,106,91,88,91,89,93,90,"плодове, сирене, яйца","сладко, ориз",растителен,1,False,74.6,2016,89,52,184,
54,58.0,154,жена,поддържане,висока,кето,56.0,58.0,145,99,89,106,101,88,80,"яйца, бобови, зеленчуци","бобови, пилешко",кето,3,Не,49.1,2060,108,62,232,лактоза
64,70.0,186,мъж,качване,висока,кето,60.0,70.0,90,89,87,111,103,94,88,"плодове, бобови, пилешко","бобови, яйца",кето,8,Да,69.3,2180,147,60,278,
64,108.0,200,мъж,качване,висока,високопротеинов,99.0,108.0,147,71,71,105,99,107,97,"риба, мляко, хляб","мляко, риба",високопротеинов,10,Да,46.6,1963,159,80,249,лактоза
49,89.2,197,жена,поддържане,висока,растителен,93.7,89.2,36,104,99,100,98,87,79,"сирене, сладко, плодове","зеленчуци, ориз",растителен,4,False,71.4,1793,99,65,157,
32,117.7,178,мъж,поддържане,средна,балансиран,110.8,117.7,33,77,75,90,86,80,71,"риба, картофи, яйца","тестени изделия, картофи",балансиран,1,True,94.2,1804,111,88,192,
29,63.0,172,жена,отслабване,средна,балансиран,55.0,63.0,144,79,79,109,100,119,116,"плодове, мляко, зеленчуци","бобови, мляко",балансиран,5,Не,48.4,1808,147,55,261,лактоза
44,103.0,160,мъж,отслабване,ниска,растителен,101.0,103.0,35,103,95,97,95,108,105,"плодове, сирене, тестени изделия","риба, плодове",растителен,7,False,82.4,2048,123,52,247,
23,92.0,170,мъж,поддържане,средна,високопротеинов,78.0,92.0,139,80,73,101,94,82,77,"сладки, плодове, хляб","пилешко, риба",високопротеинов,9,Да,68.8,1692,157,83,300,
46,55.0,164,мъж,качване,средна,балансиран,59.8,55.0,43,91,84,113,106,94,85,"ориз, зеленчуци, плодове","ориз, риба",балансиран,7,False,44.0,2428,150,55,200,
65,86.1,175,жена,отслабване,висока,растителен,83.9,86.1,101,84,78,108,101,90,81,"зеленчуци, сладко, тестени изделия","зеленчуци, сладко",растителен,7,False,68.9,2396,115,60,174,
62,86.3,188,мъж,поддържане,средна,високопротеинов,77.6,86.3,69,83,80,93,87,106,100,"ориз, пилешко, риба","сирене, риба",високопротеинов,8,True,69.0,1629,100,52,152,
60,91.8,183,мъж,качване,ниска,високопротеинов,94.9,91.8,106,103,94,94,86,89,80,"ориз, зеленчуци, яйца","плодове, сладко",високопротеинов,9,False,73.4,1821,108,77,160,
55,122.5,177,жена,поддържане,висока,високопротеинов,119.1,122.5,37,105,100,94,91,108,100,"ориз, сирене, плодове","сирене, картофи",високопротеинов,3,True,98.0,1508,93,99,215,
51,121.4,195,мъж,поддържане,висока,растителен,117.3,121.4,40,90,86,108,105,80,71,"ориз, сладко, тестени изделия","плодове, сирене",растителен,2,True,97.1,2383,112,54,275,
63,67.0,182,мъж,поддържане,висока,кето,56.0,67.0,38,72,63,105,100,87,78,"мляко, риба, бобови","бобови, плодове",кето,2,Да,51.1,1559,149,77,179,
46,72.9,191,жена,качване,средна,високопротеинов,75.2,72.9,75,95,93,105,102,110,109,"пилешко, сирене, зеленчуци","сладко, тестени изделия",високопротеинов,10,False,58.3,1914,81,88,217,
60,91.0,156,мъж,отслабване,ниска,балансиран,88.0,91.0,136,98,92,93,85,96,89,"яйца, зеленчуци, хляб","пилешко, плодове",балансиран,9,Не,60.6,1680,133,46,230,
30,67.0,184,мъж,качване,висока,вегетариански,59.0,67.0,65,76,67,113,104,95,92,"пилешко, зеленчуци, хляб","зеленчуци, пилешко",вегетариански,6,Не,47.5,1681,80,75,140,лактоза
