food_name,Unnamed: 0.1,Unnamed: 0,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density
Брауни,183,183,243,9.8,2.5,5.4,0.4,38.3,22.0,2.9,1.3,10.2,0.2,8.2,0.02,0.2,0.046,0.098,0.1,1.0,0.3,0.092,0.0,0.0,0.098,0.048,17.4,0.0,1.4,18.6,0.1,60.6,89.4,0.053,0.4,71.166
Къси бисквитки,184,184,40,1.9,0.5,1.1,0.3,5.2,1.2,0.5,0.1,1.6,0.097,0.3,0.018,0.023,0.05,0.053,0.023,0.3,0.011,0.027,0.0,0.01,0.063,0.042,2.8,0.073,0.2,1.4,0.013,8.6,8.0,0.033,0.005,10.729
бисквитки с овесени ядки със стафиди,185,185,65,2.4,0.5,1.0,0.8,10.3,0.0,1.0,0.0,5.0,0.022,1.0,0.096,0.015,0.069,0.037,0.088,0.2,0.053,0.006,0.078,0.0,0.0,0.0,15.0,0.031,0.4,6.3,0.1,24.2,35.9,0.016,0.1,29.198
сандвич с фъстъчено масло,186,186,67,3.0,0.7,1.6,0.5,9.2,5.0,1.2,0.3,0.0,0.098,0.4,0.039,0.017,0.038,0.033,0.033,0.5,0.1,0.068,0.093,0.0,0.3,0.1,7.4,0.012,0.4,6.9,0.1,26.3,26.9,0.06,0.1,21.624
захарни бисквитки,187,187,72,3.2,0.8,1.8,0.4,10.2,5.7,0.8,0.1,7.7,0.007,0.7,0.039,0.035,0.028,0.019,0.03,0.4,0.042,0.052,0.091,0.097,0.073,0.058,3.2,0.034,0.3,1.8,0.073,12.0,9.5,0.052,0.024,17.981
"Шоколадови крекери, покрити с шоколад",188,188,68,3.2,1.8,1.1,0.1,9.3,5.8,0.8,0.4,0.0,0.067,0.4,0.016,0.017,0.019,0.0,0.097,0.3,0.004,0.095,0.0,0.0,0.062,0.071,8.1,0.019,0.5,8.1,0.1,18.8,29.3,0.033,0.1,22.313
Бисквитки за стафиди,189,189,60,2.0,0.5,1.1,0.3,10.2,7.1,0.6,0.2,0.3,0.077,2.0,0.008,0.031,0.074,0.0,0.082,0.3,0.046,0.044,0.1,0.0,0.3,0.086,6.9,0.04,0.3,3.2,0.001,12.5,21.0,0.039,0.034,20.215
ванилови вафли,190,190,28,1.2,0.3,0.7,0.1,4.3,0.0,0.3,0.1,0.0,0.045,0.3,0.0,0.071,0.067,0.0,0.057,0.2,0.013,0.09,0.0,0.0,0.0,0.0,1.5,0.028,0.1,0.7,0.038,3.8,6.4,0.036,0.06,7.5
Греъм крекери,191,191,355,8.5,1.3,3.4,3.2,64.5,26.1,5.8,2.4,0.0,0.4,3.7,0.0,0.2,0.013,0.0,0.3,3.5,0.5,0.047,0.0,0.0,0.3,0.084,20.2,0.2,3.1,25.2,0.7,87.4,113.4,0.098,0.7,104.5
бисквитки с фъстъчено масло,192,192,95,4.8,0.9,2.2,1.4,11.8,0.0,1.8,0.0,6.2,0.1,1.2,0.066,0.044,0.092,0.023,0.06,0.7,0.025,0.079,0.032,0.0,0.0,0.0,7.8,0.075,0.4,7.8,0.1,23.2,46.2,0.062,0.2,26.738
Ванилов сандвич бисквитка,193,193,72,3.0,0.4,1.3,1.1,10.8,5.9,0.7,0.2,0.0,0.044,0.3,0.0,0.096,0.036,0.0,0.08,0.4,0.036,0.085,0.0,0.0,0.2,0.085,4.1,0.053,0.3,2.1,0.08,11.3,13.7,0.064,0.051,19.1
Захарни вафли с пълнеж от крем,194,194,51,2.3,1.2,0.8,0.3,7.1,4.3,0.4,0.2,0.0,0.06,0.2,0.0,0.016,0.069,0.0,0.031,0.2,0.03,0.051,0.0,0.0,0.3,0.059,2.7,0.019,0.4,1.6,0.052,7.3,11.8,0.085,0.074,13.1
сирене пухчета,195,195,197,12.8,1.9,3.8,6.9,18.6,1.1,2.1,0.6,2.5,0.3,0.6,0.012,0.01,0.039,0.035,0.065,1.6,0.3,0.092,0.0,0.0,1.5,0.043,20.0,0.038,0.7,6.3,0.033,44.8,66.2,0.031,0.2,54.854
Солени крекери,196,196,13,0.3,0.097,0.098,0.1,2.2,0.063,0.3,0.022,0.0,0.067,0.1,0.037,0.0,0.075,0.097,0.033,0.094,0.2,0.017,0.062,0.0,0.0,0.071,0.059,0.6,0.025,0.2,0.8,0.088,3.3,4.8,0.039,3.081
Пътевна смес,197,197,139,8.8,1.7,3.8,2.9,13.5,0.0,4.1,0.0,0.0,0.014,2.8,0.0,0.1,0.002,0.0,0.027,1.4,0.3,0.077,0.4,0.0,0.0,0.0,23.4,0.3,0.9,47.4,0.3,103.5,205.5,0.0,1.0,51.1
царевични конуси,198,198,144,7.6,6.4,0.5,0.2,17.8,0.0,1.6,0.3,0.0,0.3,0.6,0.0,0.097,0.079,0.0,0.032,0.4,0.011,0.095,0.0,0.0,0.0,0.0,0.8,0.052,0.7,3.1,0.013,12.5,22.9,0.05,0.032,28.8
Шоколадови гевреци,199,199,50,1.8,0.8,0.6,0.2,7.8,0.0,0.8,0.0,0.0,0.037,0.3,0.0,0.068,0.094,0.0,0.078,0.003,0.033,0.052,0.076,0.0,0.0,0.0,8.1,0.081,0.2,4.5,0.071,16.0,24.8,0.0,0.1,18.726
Френски тост пръчки,200,200,73,3.8,0.9,2.1,0.6,8.9,2.1,1.3,0.3,0.0,0.001,7.3,0.0,0.079,0.041,0.0,0.075,0.6,0.027,0.085,0.0,0.0,0.2,0.04,11.4,0.036,0.4,4.1,0.029,18.8,24.0,0.066,0.1,26.1
крекери,201,201,82,4.2,0.9,1.0,2.1,9.8,1.3,1.1,0.4,0.0,0.1,0.5,0.2,0.0,0.081,0.079,0.0,0.052,0.7,0.067,0.087,0.0,0.0,0.5,0.036,19.2,0.011,0.6,2.9,0.076,39.7,18.9,0.053,15.764
сусамови пръчки,202,202,54,3.7,0.6,1.1,1.7,4.7,0.084,1.1,0.3,0.0,0.09,0.2,0.0,0.025,0.006,0.0,0.045,0.2,0.033,0.018,0.0,0.0,0.4,0.043,17.0,0.08,0.055,4.5,0.068,13.8,17.7,0.021,0.1,26.81
крекери за сирене,203,203,34,1.6,0.4,0.4,0.7,4.2,0.3,0.8,0.2,0.2,0.065,0.2,0.05,0.056,0.039,0.095,0.028,0.03,0.4,0.065,0.009,0.0,0.0,0.2,0.026,9.5,0.032,0.3,1.8,0.075,14.0,10.9,0.031,7.053
Ориенталски оризов крекер смес,204,204,143,7.2,1.1,2.8,3.0,14.6,0.8,4.9,3.7,0.0,0.1,0.7,0.0,0.033,0.038,0.0,0.083,0.9,0.1,0.026,0.037,0.0,1.6,0.068,15.3,0.069,0.7,33.4,0.4,74.1,92.8,0.067,0.8,46.416
Хляб,205,205,103,2.4,0.4,0.9,0.9,17.1,0.3,3.0,0.8,0.0,0.2,1.5,0.0,0.1,0.022,0.0,0.1,1.3,0.1,0.015,0.0,0.0,0.3,0.038,5.5,0.058,1.1,8.0,0.1,30.3,31.0,0.092,0.2,29.9
Крекери за мляко,206,206,50,1.7,0.3,0.7,0.6,7.7,1.8,0.8,0.2,1.2,0.095,0.5,0.073,0.078,0.056,0.09,0.09,0.5,0.032,0.055,0.017,0.0,0.1,0.016,18.9,0.01,0.4,2.4,0.054,33.3,12.5,0.097,0.022,29.845
Мацо крекери цяла пшеница,207,207,98,0.4,0.005,0.019,0.2,22.1,0.0,3.7,3.3,0.0,0.002,1.3,0.0,0.1,0.088,0.0,0.013,1.5,0.3,0.078,0.0,0.0,0.0,0.0,6.4,0.079,1.3,37.5,1.0,85.4,88.5,0.04,0.7,37.2
Мацо крекери с яйце,208,208,109,0.6,0.2,0.2,0.1,22.0,0.0,3.4,0.8,23.2,0.057,1.8,0.077,0.2,0.041,0.006,0.2,1.4,0.1,0.039,0.07,0.0,0.0,0.0,11.2,0.069,0.8,6.7,0.2,41.4,42.0,0.048,0.2,38.972
ухапвания от гранола,209,209,23,0.9,0.5,0.2,0.1,3.3,1.5,0.4,0.3,0.0,0.067,0.4,0.0,0.044,0.013,0.02,0.03,0.023,0.1,0.041,0.086,0.044,0.0,0.1,0.015,2.1,0.074,0.024,3.5,0.017,10.8,14.3,0.016,5.042
Крекери цели пшеница,210,210,120,4.0,0.6,0.9,1.9,19.5,0.3,3.0,2.9,0.0,0.2,0.8,0.0,0.074,0.068,0.0,0.011,1.3,0.2,0.074,0.0,0.0,0.4,0.075,10.1,0.1,0.9,30.8,0.6,92.7,96.6,0.073,0.7,40.4
Тропическа пътека микс,211,211,619,23.9,11.9,3.5,7.2,91.8,0.0,8.8,0.0,0.0,0.1,12.6,0.0,0.6,0.099,0.0,0.2,2.1,1.7,0.5,10.6,0.0,0.0,0.0,79.8,0.7,3.7,134.4,1.4,260.4,992.6,0.0,1.6,218.6
меки гевреци,212,212,389,3.6,0.8,1.2,1.1,79.8,0.3,9.4,2.0,3.5,0.9,17.3,0.0,0.5,0.079,0.0,0.3,4.9,0.0,0.002,0.0,0.0,0.6,0.071,26.5,0.1,4.5,24.2,0.0,90.9,101.2,0.03,1.1,125.8
Царевична тостада черупка,213,213,58,2.9,0.9,0.9,1.0,7.9,0.0,0.8,0.7,0.0,0.084,0.4,0.0,0.08,0.0,0.0,0.027,0.2,0.085,0.031,0.0,0.0,0.0,0.0,9.3,0.042,0.2,9.3,0.031,25.0,29.2,0.028,0.2,21.8
Мацо крекери,214,214,111,0.4,0.03,0.045,0.2,23.4,0.098,2.8,0.8,0.0,0.0,1.2,0.0,0.1,0.077,0.0,0.013,1.1,0.1,0.078,0.0,0.0,0.026,0.047,3.6,0.01,0.9,7.0,0.2,24.9,31.4,0.022,0.2,31.9
Сусамово хрупка,215,215,9,0.6,0.096,0.2,0.3,0.9,0.6,0.2,0.1,0.0,0.027,0.073,0.0,0.061,0.051,0.0,0.015,0.025,0.049,0.013,0.0,0.0,0.002,0.0,11.5,0.096,0.019,4.5,0.055,7.4,5.5,0.033,0.013,13.351
Пътевна смес с шоколадов чипс,216,216,707,46.6,8.9,19.8,16.5,65.6,0.0,20.7,0.0,5.8,0.2,9.6,0.0,0.6,0.01,0.0,0.3,6.4,1.4,0.4,1.9,0.0,0.0,0.0,159.1,1.2,4.9,235.1,1.6,565.0,946.1,0.0,4.6,298.8
Крекерно хранене,217,217,440,2.0,0.3,0.2,0.8,93.0,0.4,10.7,3.0,0.0,0.078,8.7,0.0,0.8,0.2,0.0,0.5,6.6,0.5,0.017,0.0,0.0,0.5,0.053,26.5,0.3,5.3,27.6,1.1,119.6,132.3,0.086,0.8,140.5
Подут ориз,218,218,153,0.2,0.037,0.0,0.0,34.1,0.0,2.4,0.6,0.0,0.053,1.1,0.0,1.0,0.093,0.0,0.7,13.4,0.1,0.055,0.0,0.0,0.0,0.0,2.3,0.02,12.0,9.5,0.6,37.2,42.9,0.094,0.4,51.6
Filinchen Gutena,219,219,19,0.2,0.056,3.6,0.031,0.5,0.028,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1
Мелба препечете крекери,220,220,117,1.0,0.1,0.2,0.4,23.0,0.3,3.6,1.9,0.0,0.2,1.5,0.0,0.1,0.055,0.0,0.071,1.2,0.2,0.087,0.0,0.0,0.1,0.029,27.9,0.046,1.1,17.7,0.3,58.8,60.6,0.042,0.6,58.5
Мацо крекери с яйчен лук,221,221,109,1.1,0.3,0.3,0.3,21.6,0.0,2.8,1.4,12.6,0.052,2.0,0.062,0.2,0.069,0.018,0.1,1.4,0.2,0.036,0.026,0.0,0.0,0.0,10.1,0.013,1.2,8.4,0.2,24.9,23.2,0.066,0.2,38.316
царевица,222,222,126,4.4,0.7,2.7,0.9,20.3,0.2,2.4,2.0,0.0,0.2,0.4,0.0,0.024,0.0,0.0,0.015,0.5,0.1,0.094,0.0,0.0,0.6,0.097,2.5,0.001,0.5,32.0,0.1,77.8,78.7,0.064,0.5,32.1
Багел чипс,223,223,789,26.5,12.0,10.6,3.6,116.1,10.5,21.6,7.2,0.0,0.4,8.8,0.0,0.9,0.2,0.0,0.6,13.4,0.8,0.2,0.0,0.0,1.4,0.031,42.0,0.3,8.8,68.3,1.2,229.3,245.0,0.03,1.8,222.2
гевреци,224,224,115,0.9,0.1,0.2,0.4,24.1,0.7,3.0,1.0,0.0,0.4,0.9,0.037,0.0,0.1,0.084,0.0,0.026,1.6,0.1,0.084,0.6,0.0,0.1,0.01,8.1,0.08,1.4,8.7,0.3,38.4,66.9,0.01,29.214
картофено сурово,225,225,164,0.2,0.028,0.063,0.071,37.2,1.7,4.3,4.7,0.0,0.072,169.0,0.0,0.2,0.002,0.0,0.02,2.2,0.6,0.6,42.0,0.0,0.059,0.043,25.6,0.2,1.7,49.0,0.3,121.4,896.7,0.079,0.6,115.7
Gatto di Patate Home Made,226,226,202,9.4,4.6,21.0,9.4,4.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4
печен картоф,227,227,161,0.2,0.074,0.086,0.1,36.6,2.0,4.3,3.8,0.0,0.097,129.6,0.0,0.0,0.1,0.001,0.0,0.056,2.4,0.7,0.5,16.6,0.0,0.034,0.057,26.0,0.2,1.9,48.4,0.4,121.1,925.6,0.028,45.667
Картофени пръчки,228,228,188,12.4,3.2,2.2,6.4,19.2,0.006,2.4,1.2,0.0,0.2,0.8,0.0,0.041,0.043,0.0,0.062,1.7,0.1,0.1,17.0,0.0,3.3,0.089,6.5,0.1,0.8,23.0,0.2,61.9,445.3,0.042,0.4,59.5
Картоф с приготвен,229,229,52,0.006,0.003,0.027,0.071,12.1,0.5,1.1,1.2,0.0,0.035,46.2,0.0,0.026,0.082,0.0,0.029,0.9,0.3,0.2,7.8,0.0,0.043,0.042,3.0,0.1,0.2,13.2,0.044,26.4,227.4,0.022,0.2,25.487
Vivaldi Картофи Sainsbury's,230,230,23,0.1,5.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
картофена шунка супа,231,231,192,12.5,3.9,5.9,0.8,13.4,0.0,6.5,1.4,21.6,0.9,204.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,35.5
Russet Potato Raw,232,232,292,0.3,0.06,0.061,0.2,66.7,2.3,7.9,4.8,0.0,0.068,290.0,0.0,0.3,0.056,0.0,0.1,3.8,1.1,1.3,21.0,0.0,0.097,0.083,48.0,0.4,3.2,84.9,0.6,203.0,1538.7,0.055,1.1,151.9
Изпечен картоф Русе,233,233,290,0.4,0.1,0.056,0.2,64.1,3.2,7.9,6.9,0.0,0.084,222.6,0.0,0.2,0.061,0.0,0.1,4.0,1.1,1.1,24.8,0.0,0.2,0.084,53.8,0.3,3.2,89.7,0.7,212.3,1644.5,0.01,1.0,161.1
пържени картофи,234,234,13,0.4,0.01,0.3,0.067,2.2,0.088,0.2,0.2,0.0,0.056,5.9,0.0,0.043,0.019,0.0,0.042,0.2,0.076,0.085,1.5,0.0,0.061,0.086,0.8,0.028,0.076,1.9,0.022,7.4,36.3,0.0,0.018,5.362
Картофени гребени,235,235,216,9.0,5.5,2.5,0.4,26.4,0.0,7.0,4.7,29.4,0.8,198.3,0.0,0.2,0.018,0.0,0.2,2.6,1.3,0.4,26.0,0.0,0.0,0.0,139.7,0.4,1.4,46.6,0.4,154.4,926.1,0.064,1.0,214.2
Вила пържени,236,236,11,0.4,0.084,0.2,0.055,1.9,0.019,0.2,0.2,0.0,0.058,4.4,0.0,0.026,0.063,0.0,0.086,0.1,0.003,0.016,0.8,0.0,0.043,0.076,0.9,0.053,0.025,1.9,0.086,6.7,32.5,0.06,0.027,4.413
картофено пюре,237,237,215,6.8,1.4,1.7,3.2,35.5,1.2,4.0,3.1,0.0,0.7,192.7,0.079,0.023,0.013,0.049,0.005,2.6,0.0,0.3,0.0,0.0,1.0,0.078,43.6,0.06,0.8,36.3,0.2,142.8,692.1,0.055,0.5,93.836
картофено пюре с мляко и масло,238,238,237,8.9,5.5,2.2,0.4,35.3,3.0,3.9,3.2,23.1,0.7,158.8,0.026,0.2,0.023,0.05,0.069,2.3,1.0,0.5,12.6,0.08,0.3,0.033,50.4,0.3,0.5,37.8,0.2,94.5,596.4,0.074,0.6,114.854
Червен картоф суров,239,239,149,0.3,0.074,0.001,0.1,33.9,2.7,4.0,3.6,0.0,0.02,172.4,0.0,0.2,0.026,0.0,0.06,2.4,0.6,0.4,18.3,0.0,0.003,0.051,21.3,0.3,1.6,46.9,0.3,129.9,969.2,0.022,0.7,83.0
картофена палачинка,240,240,59,3.2,0.5,0.8,1.7,6.1,0.4,1.3,0.7,20.9,0.2,10.5,0.098,0.085,0.096,0.004,0.098,0.4,0.2,0.052,6.1,0.091,0.055,0.024,7.0,0.043,0.4,7.9,0.006,28.2,136.8,0.072,0.2,24.864
Картофени пухчета,241,241,243,11.0,2.3,7.7,0.6,35.5,0.3,2.6,3.2,0.0,0.6,76.4,0.0,0.2,0.019,0.0,0.049,1.9,0.4,0.2,8.1,0.0,0.3,0.001,17.9,0.01,0.8,21.8,0.2,131.8,399.4,0.018,0.4,79.1
Изпечен червен картоф,242,242,74,0.1,0.008,0.078,0.004,16.7,1.2,2.0,1.5,0.0,0.037,65.2,0.0,0.0,0.097,0.034,0.0,0.046,1.4,0.3,0.2,10.7,0.0,0.066,0.075,7.7,0.1,0.6,23.8,0.1,61.2,463.3,0.0,20.689
Картофи консервирани,243,243,132,0.3,0.098,0.021,0.1,29.7,0.0,3.6,4.2,0.0,0.7,263.5,0.0,0.1,0.011,0.0,0.015,2.7,0.5,0.4,22.8,0.0,0.0,0.0,117.0,0.2,2.2,42.0,0.2,66.0,615.0,0.049,1.2,179.8
Картофена кожа сурова,244,244,22,0.099,0.093,0.008,0.07,4.7,0.0,1.0,1.0,0.0,0.053,31.7,0.0,0.055,0.031,0.0,0.024,0.4,0.1,0.038,4.3,0.0,0.0,0.0,11.4,0.2,1.2,8.7,0.2,14.4,156.9,0.096,0.1,23.697
Обувки на пържени картофи,245,245,4,0.1,0.059,0.083,0.06,0.7,0.062,0.099,0.099,0.0,0.055,1.2,0.0,0.008,0.004,0.0,0.092,0.075,0.003,0.048,0.3,0.0,0.022,0.048,0.3,0.057,0.052,0.5,0.057,2.4,10.6,0.038,0.053,1.604
Хаш кафяв картоф,246,246,144,9.0,1.3,4.1,3.0,15.3,0.3,1.4,1.4,0.0,0.3,26.1,0.041,0.0,0.023,0.012,0.0,0.055,1.0,0.1,0.068,2.9,0.0,1.4,0.069,10.1,0.004,0.3,11.1,0.099,51.9,188.2,0.043,27.245
изпечен чипс лежи,247,247,130,2.0,26.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Царевични чипс,248,248,162,10.0,1.3,2.7,4.9,17.2,0.031,1.9,1.2,0.0,0.2,0.3,0.021,0.066,0.062,0.086,0.0,0.076,0.3,0.2,0.073,0.0,0.0,2.2,0.068,41.4,0.021,0.4,21.6,0.1,58.2,43.2,0.042,30.501
Начо сирене тортила чипс с ниска мазнина,249,249,90,1.0,0.3,0.4,0.3,18.5,0.8,2.4,1.8,0.6,0.2,0.5,0.0,0.058,0.036,0.003,0.039,0.4,0.048,0.088,1.6,0.0,1.0,0.088,36.2,0.04,1.4,28.0,0.2,69.3,112.1,0.056,1.0,62.9
Царевичен чипс барбекю,250,250,1036,64.7,8.8,18.8,32.0,111.3,0.0,13.9,10.3,0.0,1.5,2.4,0.0,0.1,0.014,0.0,0.4,3.3,0.3,0.5,3.4,0.0,0.0,0.0,259.4,0.3,3.0,152.5,1.5,409.9,467.3,0.005,2.1,466.0
Царевичен чипс не есен,251,251,490,29.4,3.8,8.0,15.0,50.5,1.2,5.8,3.9,0.0,0.024,0.9,0.0,0.1,0.028,0.0,0.1,1.3,0.0,0.2,1.8,0.0,1.2,0.026,109.1,0.2,1.5,61.6,0.0,161.9,162.8,0.087,0.7,202.0
картофени чипове без мазнини,252,252,860,1.4,0.3,0.06,0.6,190.1,8.4,21.9,17.0,0.0,1.5,4.5,0.0,2.5,0.1,0.0,0.3,14.6,0.0,1.8,21.1,0.0,0.029,0.006,79.5,0.4,8.1,158.9,0.0,379.1,3695.6,0.038,1.7,339.1
Сладки чипс с чайник,253,253,99,2.2,0.3,16.9,1.2,2.1,0.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3
Таро чипс,254,254,11,0.6,0.1,0.1,0.3,1.6,0.04,0.049,0.2,0.0,0.022,0.064,0.0,0.088,0.067,0.0,0.077,0.03,0.1,0.091,0.1,0.0,0.3,0.078,1.4,0.097,0.008,1.9,0.087,3.0,17.4,0.08,0.069,4.042
Картофените чипове намалиха мазнините,255,255,801,35.4,7.1,8.2,18.6,113.7,0.4,12.1,10.0,0.0,0.8,1.7,0.0,0.4,0.028,0.0,0.5,11.9,0.5,1.1,43.7,0.0,9.3,0.076,35.7,1.0,2.3,151.3,0.7,328.1,2964.8,0.08,0.1,252.9
Лукови закуски,256,256,150,6.8,1.3,4.0,0.9,19.5,1.4,2.3,1.2,0.0,0.3,0.6,0.087,0.092,0.01,0.0,0.048,1.0,0.061,0.084,0.5,0.0,0.8,0.003,8.7,0.072,1.1,8.4,0.1,21.6,42.9,0.002,0.086,40.199
Картофено чипс сирене,257,257,843,46.2,14.6,13.1,16.3,98.1,0.0,14.5,8.8,6.8,0.8,3.1,0.057,0.3,0.0,0.0,0.3,8.5,1.3,0.6,92.0,0.0,0.0,0.0,122.4,0.4,3.1,127.5,0.8,508.3,2597.6,0.0,1.5,385.109
Yuca Cassava Chips,258,258,9,0.4,0.1,0.1,0.1,1.2,0.006,0.054,0.002,0.0,0.041,0.062,0.0,0.049,0.0,0.0,0.087,0.058,0.06,0.066,0.0,0.0,0.067,0.047,0.9,0.019,0.099,0.8,0.083,1.7,14.8,0.002,0.078,2.621
тортила чипс с ниска мазнина,259,259,117,1.6,0.2,0.5,0.8,22.6,0.2,3.1,1.5,0.0,0.1,0.5,0.0,0.089,0.052,0.0,0.001,0.1,0.0,0.003,0.095,0.0,0.2,0.043,45.0,0.006,0.5,27.5,0.0,90.0,77.0,0.087,0.3,74.368
ранчов аромат тортила чипс,260,260,992,48.8,7.0,14.0,26.8,124.2,6.0,14.2,7.9,0.0,1.0,6.2,0.0,0.093,0.0,0.0,0.1,2.6,1.2,0.4,0.0,0.0,0.0,0.073,265.3,0.2,2.7,172.3,0.7,499.0,512.8,0.032,2.8,463.1
картофени чипсове,261,261,161,10.4,3.3,3.0,3.7,15.9,0.007,2.1,1.4,0.0,0.021,0.6,0.0,0.086,0.045,0.0,0.006,1.1,1.3,0.2,9.3,0.0,2.7,0.02,7.2,0.1,0.5,20.1,0.2,49.5,382.5,0.099,0.3,46.8
тортила чипс,262,262,142,6.2,0.8,1.7,3.2,20.3,0.2,2.1,1.6,0.0,0.077,0.8,0.2,0.0,0.006,0.071,0.031,0.057,0.3,0.4,0.092,0.0,0.0,1.1,0.014,31.8,0.2,0.5,25.2,0.0,67.5,54.6,0.041,30.699
Сладки картофени чипса,263,263,149,9.1,0.8,2.6,3.4,15.9,2.5,0.8,2.5,0.0,0.05,1.3,0.0,0.013,0.088,0.0,0.069,0.6,0.4,0.1,0.0,0.0,2.7,0.08,16.5,0.1,0.6,18.2,0.4,40.6,259.0,0.087,0.1,45.4
чипс от тортила на начо сирене,264,264,156,8.2,1.2,2.7,3.7,18.2,0.8,2.2,1.5,0.0,0.2,0.5,0.021,0.2,0.023,0.085,0.0,0.021,0.4,0.2,0.038,0.1,0.0,0.0,0.002,41.1,0.071,0.3,22.5,0.1,75.6,66.9,0.072,30.369
зеленчукови чипсове,265,265,134,6.6,0.5,4.1,1.9,17.1,1.1,1.5,1.3,0.0,0.3,1.8,0.0,0.019,0.002,0.0,0.025,0.8,0.1,0.2,1.4,0.0,1.4,0.027,14.7,0.011,0.4,15.0,0.015,36.8,237.2,0.083,0.1,43.0
тако аромат тортила чипс,266,266,1090,54.9,10.5,32.4,7.6,143.2,0.0,17.9,12.0,11.4,1.8,3.6,0.0,0.5,0.022,0.0,0.5,4.5,0.7,0.7,2.0,0.0,0.0,0.0,351.9,0.4,4.6,199.8,1.0,542.5,492.6,0.075,2.9,586.5
барбекю от картофени чипове,267,267,970,64.2,15.9,12.9,32.4,104.5,14.0,15.2,8.7,0.0,1.3,3.8,0.0,0.4,0.2,0.0,0.4,9.3,1.2,1.2,67.1,0.0,12.2,0.015,99.0,0.7,3.8,148.5,1.0,368.3,2496.8,0.02,1.9,362.5
Пита чипс,268,268,137,4.6,0.4,3.3,0.6,20.5,1.4,3.5,1.1,0.0,0.3,0.6,0.033,0.0,0.2,0.042,0.0,0.077,2.1,0.2,0.039,0.0,0.0,2.1,0.051,5.1,0.065,1.4,11.1,0.2,37.2,38.7,0.003,29.893
Картофени чипс заквасена сметана и лук,269,269,1051,67.1,17.6,12.1,34.5,102.0,0.0,16.0,10.3,13.9,1.1,3.6,0.073,0.4,0.1,0.079,0.4,8.0,1.6,1.3,73.9,0.0,0.0,0.0,142.6,0.6,3.2,146.5,0.8,348.5,2635.4,0.0,1.9,415.171
Adobo fresco,270,270,780,60.2,8.4,43.1,5.9,53.6,5.8,5.8,3.7,0.0,49.4,63.6,0.0,0.1,0.094,0.0,0.037,1.4,0.0,0.0,16.7,0.0,7.7,0.088,354.2,0.088,9.2,66.2,0.0,109.4,538.6,0.024,0.7,503.4
Чили пипер сос червено,271,271,3,0.089,0.073,0.096,0.071,0.6,0.4,0.1,0.1,0.0,0.003,14.1,0.0,0.042,0.093,0.0,0.042,0.041,0.0,0.02,4.5,0.0,0.005,0.018,1.4,0.0,0.051,1.8,0.0,2.4,84.6,0.06,0.037,6.755
кремообразен сос от ранчо mcdonalds,272,272,132,14.7,2.2,3.1,8.0,1.0,1.0,0.3,0.0,5.9,0.2,11.7,0.0,0.009,0.0,0.007,0.075,0.009,0.021,0.006,0.0,0.0,1.0,0.0,8.2,0.079,0.039,0.8,0.056,8.5,22.1,0.0,0.071,24.274
Catsup,273,273,19,0.066,0.026,0.051,0.065,4.5,3.7,0.2,0.053,0.0,0.2,11.8,0.0,0.002,0.038,0.0,0.073,0.2,0.091,0.045,0.7,0.0,0.2,0.094,2.7,0.08,0.073,2.6,0.079,4.8,53.6,0.096,0.015,8.299
Чили пипер сос зелен,274,274,3,0.032,0.048,0.037,0.016,0.8,0.4,0.1,0.3,0.0,0.03,14.1,0.0,0.002,0.07,0.0,0.046,0.1,0.0,0.07,10.2,0.0,0.006,0.036,0.8,0.062,0.023,1.8,0.0,2.1,84.6,0.023,0.09,12.206
