age,weight,height,sex,goal,activity,recommended_diet,initial_weight,final_weight,duration_days,waist_before,waist_after,hips_before,hips_after,chest_before,chest_after,food_likes,food_dislikes,diet_type_used,satisfaction_level,success,estimated_lean_mass,calories_deficit,macro_protein,macro_fat,macro_carbs,food_intolerance
62,61.6,196,мъж,отслабване,висока,нисковъглехидратен,66.0,61.6,63,89,79,96,94,92,85,"сирене, риба, ориз","картофи, плодове",нисковъглехидратен,1,True,49.3,1653,91,89,262,
19,56.6,191,мъж,поддържане,висока,балансиран,64.8,56.6,79,75,65,98,95,86,82,"сладко, зеленчуци, пилешко","плодове, картофи",балансиран,3,False,45.3,1876,80,65,298,
46,77.0,158,жена,поддържане,ниска,високопротеинов,67.9,77.0,78,74,67,96,92,95,85,"тестени изделия, пилешко, картофи","зеленчуци, тестени изделия",високопротеинов,1,True,61.6,2072,99,82,215,
52,120.4,153,жена,качване,ниска,балансиран,111.3,120.4,50,71,61,115,107,106,103,"сирене, пилешко, зеленчуци","зеленчуци, сладко",балансиран,5,True,96.3,2114,107,82,287,
49,101.1,163,мъж,отслабване,висока,растителен,103.1,101.1,102,107,99,103,101,98,95,"ориз, пилешко, плодове","ориз, риба",растителен,9,True,80.9,2367,95,50,265,
22,122.6,157,жена,поддържане,ниска,балансиран,117.7,122.6,64,89,83,104,94,87,83,"сладко, тестени изделия, сирене","сирене, яйца",балансиран,2,True,98.1,2220,109,67,171,
28,77.9,194,мъж,качване,ниска,нисковъглехидратен,87.5,77.9,73,85,82,102,94,87,78,"сирене, риба, яйца","яйца, риба",нисковъглехидратен,8,False,62.3,1792,146,100,268,
54,94.8,163,мъж,отслабване,ниска,растителен,97.3,94.8,78,106,101,95,89,119,117,"плодове, картофи, сладко","сирене, яйца",растителен,4,True,75.8,1928,149,86,278,
38,106.6,160,жена,поддържане,средна,балансиран,112.7,106.6,109,70,68,104,102,108,106,"ориз, риба, сладко","плодове, пилешко",балансиран,7,False,85.3,1717,143,97,260,
33,107.9,182,жена,поддържане,ниска,балансиран,115.3,107.9,76,105,102,120,115,105,102,"зеленчуци, плодове, тестени изделия","пилешко, сирене",балансиран,6,False,86.3,2494,98,96,182,
64,77.6,168,жена,поддържане,висока,балансиран,71.6,77.6,106,75,66,103,102,84,79,"ориз, сирене, картофи","тестени изделия, плодове",балансиран,3,True,62.1,1616,82,51,257,
23,83.0,153,жена,поддържане,висока,нисковъглехидратен,89.4,83.0,94,79,73,102,93,101,91,"зеленчуци, плодове, яйца","картофи, тестени изделия",нисковъглехидратен,8,False,66.4,2337,101,54,247,
47,107.0,151,жена,поддържане,ниска,нисковъглехидратен,113.5,107.0,107,95,85,113,109,93,86,"сирене, риба, ориз","пилешко, риба",нисковъглехидратен,4,False,85.6,2378,109,84,194,
41,85.4,191,мъж,качване,средна,балансиран,91.4,85.4,117,71,63,115,105,114,112,"плодове, риба, сирене","ориз, картофи",балансиран,1,False,68.3,2378,146,73,199,
48,69.6,172,жена,поддържане,средна,растителен,65.1,69.6,51,80,74,114,109,85,79,"яйца, тестени изделия, зеленчуци","картофи, сладко",растителен,1,True,55.7,2363,97,56,276,
32,98.7,153,мъж,отслабване,висока,растителен,101.3,98.7,99,89,80,118,113,101,91,"риба, ориз, зеленчуци","тестени изделия, сирене",растителен,7,True,79.0,2418,111,79,259,
38,107.0,199,мъж,качване,ниска,нисковъглехидратен,113.6,107.0,54,89,83,104,94,109,108,"пилешко, картофи, тестени изделия","картофи, яйца",нисковъглехидратен,1,False,85.6,2479,102,90,178,
64,78.4,150,мъж,качване,висока,балансиран,75.9,78.4,91,89,81,91,86,90,82,"сирене, сладко, пилешко","риба, зеленчуци",балансиран,1,True,62.7,2047,109,74,294,
31,89.9,151,мъж,отслабване,висока,балансиран,85.6,89.9,118,93,83,93,88,116,112,"сирене, зеленчуци, плодове","яйца, тестени изделия",балансиран,4,False,71.9,2435,129,71,161,
21,57.6,183,мъж,поддържане,висока,растителен,56.2,57.6,54,75,66,95,92,81,72,"плодове, пилешко, сирене","ориз, зеленчуци",растителен,7,True,46.1,2050,117,64,188,
22,92.6,182,жена,отслабване,ниска,високопротеинов,83.6,92.6,45,72,64,108,106,89,81,"ориз, картофи, зеленчуци","пилешко, сладко",високопротеинов,4,False,74.1,1831,149,72,261,
52,101.4,193,мъж,поддържане,ниска,растителен,94.9,101.4,87,100,99,94,89,109,108,"тестени изделия, сладко, плодове","зеленчуци, картофи",растителен,7,True,81.1,2373,125,99,210,
58,99.0,186,мъж,поддържане,средна,растителен,108.1,99.0,55,88,86,118,112,93,91,"сладко, картофи, плодове","плодове, картофи",растителен,2,False,79.2,2198,127,99,300,
38,66.9,192,жена,качване,ниска,нисковъглехидратен,73.0,66.9,34,103,100,113,108,95,85,"пилешко, риба, зеленчуци","тестени изделия, сирене",нисковъглехидратен,4,False,53.5,2327,101,83,285,
22,98.3,152,жена,отслабване,средна,нисковъглехидратен,101.2,98.3,68,89,83,106,101,106,100,"плодове, ориз, картофи","тестени изделия, зеленчуци",нисковъглехидратен,4,True,78.6,2484,132,84,283,
50,98.2,157,жена,качване,висока,балансиран,91.1,98.2,72,89,84,115,110,114,113,"плодове, тестени изделия, пилешко","пилешко, риба",балансиран,7,True,78.6,2372,118,62,247,
50,99.2,152,мъж,поддържане,средна,нисковъглехидратен,103.2,99.2,110,78,70,99,94,118,111,"плодове, яйца, сирене","сладко, плодове",нисковъглехидратен,7,False,79.4,2272,134,73,190,
57,66.4,180,мъж,качване,висока,високопротеинов,64.8,66.4,82,78,74,98,96,112,104,"сирене, ориз, риба","сирене, тестени изделия",високопротеинов,1,True,53.1,1506,90,60,273,
27,92.6,194,мъж,качване,средна,високопротеинов,95.2,92.6,106,93,89,113,109,91,81,"яйца, сирене, картофи","пилешко, картофи",високопротеинов,6,False,74.1,2210,143,62,292,
26,122.8,154,жена,поддържане,висока,балансиран,118.4,122.8,65,106,102,110,101,103,98,"ориз, сирене, яйца","яйца, риба",балансиран,1,True,98.2,2310,128,82,190,
54,104.5,189,мъж,отслабване,висока,балансиран,111.0,104.5,77,73,65,90,88,91,81,"зеленчуци, яйца, пилешко","сирене, пилешко",балансиран,5,True,83.6,1621,134,87,295,
39,79.4,178,мъж,отслабване,висока,нисковъглехидратен,83.3,79.4,57,70,65,103,93,85,81,"картофи, пилешко, зеленчуци","сладко, пилешко",нисковъглехидратен,9,True,63.5,1854,96,58,180,
53,105.4,189,мъж,отслабване,средна,високопротеинов,108.5,105.4,93,91,85,94,85,96,93,"зеленчуци, пилешко, тестени изделия","ориз, яйца",високопротеинов,7,True,84.3,2113,127,64,171,
44,115.8,179,мъж,поддържане,висока,балансиран,114.2,115.8,63,85,81,106,99,107,102,"сладко, картофи, ориз","риба, сладко",балансиран,3,True,92.6,1678,110,78,227,
19,78.8,198,мъж,качване,средна,нисковъглехидратен,81.1,78.8,112,102,97,112,104,85,75,"пилешко, сладко, тестени изделия","пилешко, зеленчуци",нисковъглехидратен,3,False,63.0,2469,117,70,206,
45,102.6,192,жена,отслабване,висока,нисковъглехидратен,105.9,102.6,41,103,96,112,102,88,84,"тестени изделия, зеленчуци, сирене","зеленчуци, сладко",нисковъглехидратен,1,True,82.1,1801,102,71,267,
33,53.2,198,мъж,поддържане,висока,балансиран,63.2,53.2,78,93,88,91,87,81,79,"сирене, яйца, плодове","тестени изделия, зеленчуци",балансиран,1,False,42.6,1678,108,88,227,
28,71.6,182,мъж,поддържане,висока,нисковъглехидратен,65.9,71.6,32,86,83,90,89,117,113,"риба, плодове, тестени изделия","яйца, сладко",нисковъглехидратен,4,True,57.3,2405,126,57,214,
18,93.6,178,жена,поддържане,средна,нисковъглехидратен,84.7,93.6,96,72,70,97,94,117,113,"картофи, пилешко, сладко","риба, картофи",нисковъглехидратен,9,True,74.9,2266,136,83,229,
43,86.6,172,мъж,отслабване,средна,високопротеинов,77.5,86.6,56,71,68,114,106,94,88,"зеленчуци, плодове, пилешко","сладко, яйца",високопротеинов,2,False,69.3,2189,105,76,152,
34,108.8,189,жена,поддържане,ниска,балансиран,117.0,108.8,49,70,67,117,111,100,95,"яйца, сладко, ориз","сладко, риба",балансиран,1,False,87.0,1742,133,55,165,
53,113.6,191,жена,отслабване,ниска,високопротеинов,108.8,113.6,101,75,69,111,107,120,117,"тестени изделия, яйца, сладко","тестени изделия, риба",високопротеинов,5,False,90.9,2007,124,72,207,
57,106.4,199,мъж,отслабване,ниска,нисковъглехидратен,104.4,106.4,79,89,85,116,113,109,103,"плодове, сладко, тестени изделия","тестени изделия, зеленчуци",нисковъглехидратен,3,False,85.1,1758,142,66,256,
60,63.9,179,мъж,отслабване,висока,балансиран,72.6,63.9,51,106,104,109,108,120,111,"риба, картофи, ориз","картофи, яйца",балансиран,3,True,51.1,2310,123,94,291,
56,101.2,184,жена,отслабване,висока,растителен,101.7,101.2,64,96,88,116,111,99,92,"яйца, плодове, сирене","плодове, сладко",растителен,1,True,81.0,2367,147,97,183,
43,62.4,196,жена,отслабване,средна,нисковъглехидратен,61.7,62.4,114,87,77,92,90,84,83,"сирене, яйца, зеленчуци","риба, зеленчуци",нисковъглехидратен,2,False,49.9,2247,94,78,167,
56,96.3,165,мъж,качване,средна,балансиран,99.1,96.3,49,88,83,104,101,92,85,"сладко, пилешко, тестени изделия","яйца, тестени изделия",балансиран,3,False,77.0,2481,116,97,157,
20,57.0,168,мъж,отслабване,средна,растителен,59.2,57.0,42,70,64,117,108,99,93,"сирене, пилешко, тестени изделия","зеленчуци, сирене",растителен,3,True,45.6,2364,93,75,254,
52,111.2,198,жена,отслабване,средна,растителен,119.0,111.2,76,72,62,115,111,86,79,"сирене, риба, сладко","ориз, плодове",растителен,9,True,89.0,1684,102,99,277,
28,75.5,154,жена,качване,средна,високопротеинов,83.5,75.5,35,83,74,113,105,98,88,"пилешко, зеленчуци, плодове","плодове, пилешко",високопротеинов,10,False,60.4,2073,92,92,271,
32,73.4,151,мъж,поддържане,ниска,растителен,76.8,73.4,84,98,91,107,97,108,106,"тестени изделия, ориз, сирене","зеленчуци, пилешко",растителен,1,False,58.7,1685,130,83,164,
22,55.9,182,жена,отслабване,висока,високопротеинов,60.7,55.9,81,72,63,94,89,91,87,"яйца, тестени изделия, риба","сирене, пилешко",високопротеинов,5,True,44.7,1555,144,91,185,
23,101.3,180,жена,качване,ниска,балансиран,110.3,101.3,76,71,64,109,106,103,98,"плодове, тестени изделия, яйца","картофи, пилешко",балансиран,1,False,81.0,1654,141,63,214,
34,80.6,178,жена,поддържане,висока,нисковъглехидратен,75.8,80.6,63,105,101,108,98,104,96,"яйца, риба, плодове","ориз, сирене",нисковъглехидратен,9,True,64.5,2074,114,73,178,
52,103.6,184,мъж,поддържане,средна,нисковъглехидратен,95.7,103.6,83,90,89,100,92,83,75,"сирене, плодове, яйца","риба, картофи",нисковъглехидратен,4,True,82.9,2480,147,97,161,
32,88.7,151,мъж,качване,ниска,високопротеинов,84.7,88.7,49,86,83,96,90,82,72,"плодове, ориз, сирене","риба, картофи",високопротеинов,3,True,71.0,2368,107,78,196,
42,103.3,198,мъж,поддържане,висока,балансиран,109.4,103.3,112,70,60,98,95,103,102,"тестени изделия, риба, сирене","сладко, яйца",балансиран,9,False,82.6,2353,112,77,221,
18,60.7,168,жена,отслабване,висока,балансиран,70.1,60.7,61,72,62,95,88,99,91,"сирене, тестени изделия, сладко","ориз, сладко",балансиран,1,True,48.6,2480,111,70,188,
55,122.5,177,жена,поддържане,висока,високопротеинов,119.1,122.5,37,105,100,94,91,108,100,"ориз, сирене, плодове","сирене, картофи",високопротеинов,3,True,98.0,1508,93,99,215,
22,63.2,191,жена,отслабване,средна,високопротеинов,66.8,63.2,90,98,89,120,117,87,84,"яйца, риба, ориз","плодове, сирене",високопротеинов,6,True,50.6,2018,82,94,158,
30,66.2,164,мъж,качване,ниска,високопротеинов,58.2,66.2,115,97,90,111,105,89,80,"сирене, картофи, ориз","риба, плодове",високопротеинов,10,True,53.0,1629,148,70,260,
19,126.7,159,мъж,качване,средна,балансиран,119.7,126.7,95,98,91,103,94,108,103,"риба, пилешко, сирене","сладко, пилешко",балансиран,9,True,101.4,1900,142,82,183,
26,120.1,177,мъж,отслабване,висока,нисковъглехидратен,114.0,120.1,62,78,74,108,99,88,86,"плодове, риба, яйца","риба, яйца",нисковъглехидратен,5,False,96.1,2461,88,60,229,
52,64.0,197,мъж,качване,средна,високопротеинов,72.8,64.0,89,101,95,96,95,85,82,"сладко, ориз, яйца","зеленчуци, риба",високопротеинов,5,False,51.2,1525,92,61,165,
34,110.7,155,мъж,поддържане,средна,нисковъглехидратен,109.2,110.7,93,109,103,107,97,88,86,"яйца, сирене, картофи","ориз, картофи",нисковъглехидратен,1,True,88.6,1995,110,65,222,
35,84.6,193,мъж,отслабване,средна,растителен,86.4,84.6,74,88,85,101,91,88,83,"риба, ориз, сирене","риба, картофи",растителен,8,True,67.7,2064,143,63,300,
43,62.6,165,жена,поддържане,средна,нисковъглехидратен,56.6,62.6,65,71,62,109,103,106,100,"сладко, риба, сирене","ориз, тестени изделия",нисковъглехидратен,5,True,50.1,1556,94,87,150,
36,104.0,168,жена,отслабване,висока,нисковъглехидратен,99.8,104.0,50,91,83,95,92,91,84,"риба, ориз, сладко","плодове, яйца",нисковъглехидратен,9,False,83.2,1595,138,95,292,
20,76.4,185,мъж,отслабване,висока,нисковъглехидратен,69.4,76.4,75,97,88,115,110,115,112,"картофи, зеленчуци, тестени изделия","плодове, зеленчуци",нисковъглехидратен,4,False,61.1,2043,109,78,213,
35,91.3,172,жена,отслабване,висока,растителен,100.2,91.3,66,88,87,102,93,81,80,"зеленчуци, тестени изделия, сирене","яйца, ориз",растителен,6,True,73.0,1747,127,70,179,
45,55.1,155,жена,качване,висока,високопротеинов,62.5,55.1,114,99,98,101,91,105,96,"зеленчуци, сирене, тестени изделия","сирене, картофи",високопротеинов,7,False,44.1,2251,135,92,293,
63,117.6,182,жена,поддържане,висока,балансиран,111.9,117.6,80,84,78,92,89,103,98,"плодове, риба, картофи","ориз, зеленчуци",балансиран,6,True,94.1,2134,81,54,211,
29,103.4,195,мъж,поддържане,ниска,високопротеинов,109.6,103.4,93,73,69,90,87,95,94,"яйца, пилешко, риба","сладко, плодове",високопротеинов,4,False,82.7,2220,131,57,296,
41,112.9,191,мъж,отслабване,висока,високопротеинов,109.7,112.9,88,100,97,118,110,95,86,"сладко, яйца, пилешко","тестени изделия, картофи",високопротеинов,5,False,90.3,2000,104,79,168,
50,52.7,181,мъж,качване,висока,балансиран,59.1,52.7,93,72,64,103,98,83,79,"плодове, пилешко, ориз","зеленчуци, картофи",балансиран,1,False,42.2,2465,136,66,220,
60,65.6,155,мъж,качване,висока,балансиран,70.5,65.6,70,103,98,108,107,94,93,"пилешко, сладко, картофи","зеленчуци, плодове",балансиран,1,False,52.5,2140,105,93,235,
28,91.9,198,жена,поддържане,висока,растителен,86.7,91.9,41,107,104,108,100,112,103,"сирене, яйца, тестени изделия","картофи, зеленчуци",растителен,2,True,73.5,1899,88,93,236,
33,89.8,157,мъж,поддържане,ниска,нисковъглехидратен,90.9,89.8,86,76,71,119,113,115,110,"зеленчуци, тестени изделия, картофи","картофи, плодове",нисковъглехидратен,3,False,71.8,2109,110,57,210,
26,88.2,189,мъж,поддържане,ниска,високопротеинов,80.6,88.2,51,72,67,116,112,94,90,"плодове, пилешко, сладко","сладко, плодове",високопротеинов,3,True,70.6,1579,116,92,206,
46,77.9,163,мъж,качване,ниска,балансиран,78.8,77.9,68,91,85,106,102,89,84,"яйца, картофи, сирене","сирене, пилешко",балансиран,3,False,62.3,2123,112,71,170,
33,48.1,166,жена,поддържане,висока,високопротеинов,56.9,48.1,71,82,79,93,91,117,111,"тестени изделия, плодове, сирене","сирене, тестени изделия",високопротеинов,10,False,38.5,1738,126,96,196,
53,80.6,159,жена,качване,висока,високопротеинов,85.5,80.6,53,82,74,91,88,111,108,"зеленчуци, плодове, ориз","сладко, яйца",високопротеинов,3,False,64.5,1671,126,95,216,
46,69.4,152,жена,качване,средна,нисковъглехидратен,64.6,69.4,92,101,99,117,108,87,78,"сладко, сирене, пилешко","сирене, зеленчуци",нисковъглехидратен,6,True,55.5,1828,140,77,201,
42,118.9,194,мъж,отслабване,висока,балансиран,113.5,118.9,95,78,72,100,92,86,80,"риба, плодове, пилешко","сладко, сирене",балансиран,2,False,95.1,1661,104,100,243,
36,103.4,182,жена,поддържане,средна,нисковъглехидратен,109.8,103.4,104,75,74,117,110,119,113,"тестени изделия, риба, картофи","риба, пилешко",нисковъглехидратен,3,False,82.7,2469,124,99,241,
47,111.5,150,жена,качване,ниска,нисковъглехидратен,114.8,111.5,104,101,96,96,88,94,93,"зеленчуци, сладко, тестени изделия","пилешко, сладко",нисковъглехидратен,6,False,89.2,1918,99,58,273,
21,88.1,183,мъж,поддържане,ниска,балансиран,96.9,88.1,91,90,86,110,105,100,94,"ориз, картофи, яйца","сладко, сирене",балансиран,9,False,70.5,2239,125,64,232,
34,99.9,179,мъж,отслабване,ниска,растителен,106.8,99.9,110,98,97,92,85,94,91,"картофи, риба, ориз","зеленчуци, яйца",растителен,3,True,79.9,1620,109,76,281,
26,116.2,197,жена,отслабване,висока,балансиран,116.0,116.2,72,81,71,110,105,100,96,"плодове, пилешко, сирене","сирене, картофи",балансиран,8,False,93.0,2468,137,73,170,
57,91.4,168,мъж,поддържане,средна,балансиран,90.2,91.4,109,106,104,95,91,96,90,"зеленчуци, сирене, ориз","риба, сирене",балансиран,10,True,73.1,2078,100,56,290,
42,109.2,193,мъж,качване,висока,нисковъглехидратен,109.7,109.2,42,86,82,94,88,115,112,"зеленчуци, сладко, ориз","тестени изделия, сирене",нисковъглехидратен,4,False,87.4,2239,120,71,251,
41,86.2,196,жена,качване,средна,растителен,91.2,86.2,84,75,66,97,95,119,113,"зеленчуци, ориз, яйца","тестени изделия, картофи",растителен,3,False,69.0,1905,100,55,283,
54,96.6,165,жена,отслабване,средна,балансиран,86.9,96.6,42,109,99,100,93,111,103,"ориз, сладко, яйца","тестени изделия, плодове",балансиран,1,False,77.3,1989,138,87,192,
29,93.7,160,мъж,поддържане,ниска,високопротеинов,95.8,93.7,111,100,97,118,116,117,108,"ориз, сирене, риба","риба, тестени изделия",високопротеинов,8,False,75.0,1686,111,60,289,
62,86.3,188,мъж,поддържане,средна,високопротеинов,77.6,86.3,69,83,80,93,87,106,100,"ориз, пилешко, риба","сирене, риба",високопротеинов,8,True,69.0,1629,100,52,152,
25,61.9,158,жена,отслабване,средна,нисковъглехидратен,61.8,61.9,94,105,97,106,99,96,93,"картофи, тестени изделия, сирене","сладко, риба",нисковъглехидратен,8,False,49.5,2256,122,72,160,
33,57.1,157,жена,отслабване,средна,балансиран,65.5,57.1,86,85,84,90,85,120,117,"сирене, яйца, пилешко","плодове, сирене",балансиран,10,True,45.7,2124,118,51,219,
59,66.3,190,жена,отслабване,ниска,балансиран,64.5,66.3,58,93,85,108,106,114,106,"пилешко, тестени изделия, ориз","зеленчуци, картофи",балансиран,2,False,53.0,2034,143,79,180,
33,87.0,170,жена,качване,ниска,високопротеинов,81.8,87.0,57,96,95,114,112,120,118,"яйца, пилешко, риба","плодове, ориз",високопротеинов,7,True,69.6,1546,122,66,237,
21,99.7,176,жена,отслабване,средна,балансиран,104.0,99.7,111,70,62,101,100,90,86,"картофи, сладко, риба","сладко, сирене",балансиран,5,True,79.8,2057,136,93,212,
56,101.4,200,мъж,отслабване,средна,високопротеинов,107.1,101.4,109,90,87,113,112,81,72,"сирене, ориз, плодове","риба, сирене",високопротеинов,2,True,81.1,1826,136,55,202,
47,76.4,161,жена,поддържане,висока,нисковъглехидратен,66.5,76.4,47,70,67,105,99,93,89,"пилешко, плодове, ориз","плодове, сладко",нисковъглехидратен,4,True,61.1,2172,106,81,169,
48,64.6,195,мъж,поддържане,ниска,растителен,71.3,64.6,46,96,91,93,88,97,90,"сладко, тестени изделия, зеленчуци","ориз, риба",растителен,2,False,51.7,1732,143,83,179,
19,67.0,197,мъж,отслабване,ниска,кето,63.0,67.0,56,104,103,108,102,82,82,"риба, зеленчуци, бобови","бобови, пилешко",кето,7,Да,56.2,1969,80,88,140,глутен
39,59.0,167,жена,отслабване,средна,кето,56.0,59.0,53,94,93,101,96,118,114,"пилешко, мляко, плодове","риба, сладки",кето,5,Не,59.4,1542,85,82,158,лактоза
23,105.0,164,жена,отслабване,средна,вегетариански,97.0,105.0,146,110,105,95,90,102,99,"плодове, риба, бобови","яйца, зеленчуци",вегетариански,7,Не,69.7,1849,121,89,298,глутен
32,101.0,152,мъж,поддържане,средна,нисковъглехидратен,93.0,101.0,46,83,74,118,113,93,83,"мляко, сладки, хляб","мляко, яйца",нисковъглехидратен,4,Не,63.7,2277,154,65,192,фъстъци
26,81.0,182,мъж,отслабване,ниска,балансиран,78.0,81.0,69,110,108,115,105,107,98,"риба, сладки, зеленчуци","мляко, плодове",балансиран,9,Не,64.2,2096,94,58,211,лактоза
47,96.0,150,мъж,качване,средна,вегетариански,91.0,96.0,159,76,66,99,89,112,103,"зеленчуци, яйца, мляко","яйца, пилешко",вегетариански,1,Да,68.2,2029,110,43,161,фъстъци
23,81.0,196,мъж,отслабване,висока,високопротеинов,77.0,81.0,62,100,92,95,91,113,104,"сладки, зеленчуци, плодове","зеленчуци, плодове",високопротеинов,8,Не,48.0,1860,88,61,105,
55,50.0,164,мъж,отслабване,висока,кето,49.0,50.0,88,74,74,117,112,84,76,"зеленчуци, плодове, хляб","мляко, зеленчуци",кето,10,Не,51.1,2368,132,52,124,глутен
60,72.0,177,мъж,поддържане,средна,нисковъглехидратен,58.0,72.0,43,76,76,102,97,86,83,"зеленчуци, бобови, плодове","мляко, яйца",нисковъглехидратен,5,Не,51.2,1554,136,75,125,
59,103.0,184,мъж,отслабване,ниска,високопротеинов,96.0,103.0,72,96,89,105,102,105,105,"яйца, сладки, пилешко","сладки, плодове",високопротеинов,7,Не,48.9,2007,107,43,248,
65,53.0,170,мъж,отслабване,висока,кето,38.0,53.0,158,103,101,91,83,85,83,"риба, бобови, хляб","зеленчуци, сладки",кето,4,Да,60.5,2258,154,76,233,лактоза
34,92.0,163,жена,качване,средна,кето,85.0,92.0,97,95,93,111,101,99,92,"хляб, риба, пилешко","мляко, риба",кето,4,Не,48.3,2114,88,55,194,лактоза
28,103.0,178,жена,качване,висока,високопротеинов,94.0,103.0,165,70,60,116,108,99,89,"риба, яйца, мляко","риба, бобови",високопротеинов,5,Да,62.9,1816,113,72,225,глутен
21,90.0,155,жена,поддържане,средна,нисковъглехидратен,89.0,90.0,30,91,89,110,106,90,83,"бобови, сладки, плодове","пилешко, риба",нисковъглехидратен,9,Да,65.9,1703,135,48,110,лактоза
41,105.0,200,жена,отслабване,средна,балансиран,99.0,105.0,93,76,71,114,106,106,97,"яйца, зеленчуци, сладки","яйца, бобови",балансиран,3,Не,64.6,2243,111,57,140,
42,104.0,152,мъж,поддържане,ниска,високопротеинов,98.0,104.0,147,92,88,116,113,94,94,"зеленчуци, сладки, яйца","плодове, риба",високопротеинов,9,Не,62.0,2498,122,41,129,фъстъци
29,66.0,187,жена,отслабване,ниска,високопротеинов,53.0,66.0,118,90,84,109,101,87,81,"зеленчуци, плодове, пилешко","сладки, пилешко",високопротеинов,7,Да,68.7,2076,159,60,269,глутен
64,82.0,169,мъж,поддържане,висока,високопротеинов,69.0,82.0,113,95,91,107,105,92,86,"сладки, яйца, плодове","плодове, сладки",високопротеинов,5,Да,55.7,2059,139,68,213,лактоза
50,100.0,180,мъж,качване,ниска,балансиран,98.0,100.0,102,102,92,110,101,101,100,"зеленчуци, плодове, риба","зеленчуци, яйца",балансиран,4,Не,60.3,1549,138,66,261,лактоза
63,74.0,194,мъж,поддържане,средна,вегетариански,67.0,74.0,67,70,69,114,108,94,92,"бобови, мляко, пилешко","бобови, зеленчуци",вегетариански,3,Не,61.7,2049,136,79,284,лактоза
53,107.0,178,жена,отслабване,висока,нисковъглехидратен,92.0,107.0,145,86,83,116,106,97,89,"мляко, зеленчуци, яйца","мляко, риба",нисковъглехидратен,5,Не,53.0,1565,97,49,159,фъстъци
62,95.0,159,жена,отслабване,ниска,балансиран,82.0,95.0,134,91,83,104,98,83,80,"сладки, бобови, мляко","пилешко, сладки",балансиран,6,Не,63.8,2258,148,87,288,
49,67.0,164,мъж,поддържане,средна,нисковъглехидратен,67.0,67.0,129,91,81,111,105,90,83,"яйца, пилешко, зеленчуци","пилешко, риба",нисковъглехидратен,8,Да,46.3,2176,121,53,216,
39,106.0,198,жена,поддържане,средна,нисковъглехидратен,93.0,106.0,94,75,68,90,82,83,78,"зеленчуци, риба, сладки","пилешко, бобови",нисковъглехидратен,1,Да,51.0,2369,94,76,155,глутен
62,99.0,166,жена,поддържане,ниска,балансиран,96.0,99.0,71,89,88,108,108,99,90,"сладки, бобови, хляб","зеленчуци, риба",балансиран,5,Да,64.9,1484,124,74,209,глутен
22,91.0,182,жена,поддържане,ниска,вегетариански,78.0,91.0,155,76,70,120,115,120,113,"яйца, сладки, риба","бобови, плодове",вегетариански,7,Не,53.1,1902,91,57,215,
47,89.0,186,мъж,качване,средна,балансиран,79.0,89.0,37,101,96,95,88,93,88,"плодове, хляб, яйца","плодове, пилешко",балансиран,4,Не,57.2,1892,140,81,282,глутен
46,51.0,200,жена,отслабване,средна,вегетариански,44.0,51.0,133,85,81,111,102,103,96,"бобови, хляб, зеленчуци","бобови, хляб",вегетариански,5,Не,51.3,1647,104,60,130,фъстъци
30,97.0,163,мъж,поддържане,средна,нисковъглехидратен,88.0,97.0,55,82,78,97,92,91,87,"пилешко, яйца, мляко","пилешко, бобови",нисковъглехидратен,8,Да,66.8,1982,140,70,212,фъстъци
29,66.0,153,жена,поддържане,ниска,кето,64.0,66.0,132,101,100,108,98,83,81,"яйца, плодове, пилешко","зеленчуци, риба",кето,10,Да,64.4,2179,137,68,176,
37,89.0,186,жена,отслабване,висока,вегетариански,86.0,89.0,83,110,107,98,88,85,83,"зеленчуци, яйца, плодове","риба, яйца",вегетариански,8,Не,52.3,1874,116,85,172,лактоза
22,64.0,193,жена,поддържане,висока,вегетариански,58.0,64.0,138,77,69,97,87,89,85,"яйца, риба, пилешко","яйца, плодове",вегетариански,2,Не,62.2,2224,114,72,238,фъстъци
46,88.0,155,жена,отслабване,средна,кето,78.0,88.0,94,71,70,97,87,116,107,"пилешко, плодове, мляко","пилешко, яйца",кето,8,Не,49.5,2292,142,45,220,
44,70.0,171,жена,качване,ниска,балансиран,65.0,70.0,114,96,89,99,89,105,97,"пилешко, мляко, бобови","хляб, плодове",балансиран,7,Да,61.4,2346,132,43,148,фъстъци
57,81.0,198,жена,качване,средна,кето,80.0,81.0,82,87,79,94,90,108,101,"риба, пилешко, хляб","зеленчуци, яйца",кето,1,Не,47.3,1632,139,47,265,фъстъци
49,68.0,195,мъж,качване,висока,високопротеинов,60.0,68.0,136,100,93,97,90,115,113,"сладки, зеленчуци, плодове","бобови, яйца",високопротеинов,7,Не,68.4,2439,114,40,172,лактоза
55,92.0,187,жена,поддържане,ниска,нисковъглехидратен,78.0,92.0,167,100,95,100,92,114,108,"мляко, хляб, сладки","зеленчуци, бобови",нисковъглехидратен,7,Да,53.0,2368,128,64,269,
49,58.0,152,мъж,качване,висока,кето,48.0,58.0,55,98,97,106,99,80,78,"сладки, яйца, пилешко","мляко, плодове",кето,7,Да,66.3,2492,128,60,260,фъстъци
52,89.0,152,жена,отслабване,ниска,високопротеинов,80.0,89.0,88,75,69,93,83,86,79,"яйца, плодове, пилешко","пилешко, хляб",високопротеинов,6,Не,55.8,1900,147,66,244,лактоза
